,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Colour,Lot No.,Kilometers,Warranty
1961,"Rs. 1,53,000",Used,6/12/2016,1865,Birtamod,Sportsbike,2014,Yamaha,FZ-S,153,Red With Silver and black mixxed,6,32,1 year
1962,"Rs. 2,70,000",Used,28/11/2016,520,Dulegauda,Sportsbike,2013,Yamaha,R15,150,Red n white,8,9000,
1963,"Rs. 2,10,000",Used,25/11/2016,263,Damak,Sportsbike,2012,Yamaha,R15,150,Red and white,5,37000,
1964,"Rs. 1,80,000",Used,23/11/2016,892,Madhyapur Thimi,Sportsbike,2012,Yamaha,R15S,150,blue,50,28000,
1965,"Rs. 1,85,000",Used,16/11/2016,549,Lekhnath,Sportsbike,2013,Yamaha,R15,150,white and red,8,26000,
1966,"Rs. 2,30,000",Used,13/11/2016,458,Kathmandu,Sportsbike,2014,Yamaha,R15,150,white,59,14000,no
1967,"Rs. 1,70,000",Used,5/11/2016,80,Kathmandu,Sportsbike,2006,Yamaha,R15,150,Black,50,450000,
1968,Rs. 2.00,Used,5/11/2016,419,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red/white,61,14000,No
1969,Contact Seller,Used,11/10/2016,3387,Kathmandu,Other,2011,Yamaha,Other,600,Blue,66,2581,
1970,"Rs. 2,60,000",Used,28/9/2016,511,Kirtipur,Sportsbike,2014,Yamaha,R15,150,red,63,24000,
1971,"Rs. 4,10,000",Used,27/9/2016,10894,Kathmandu,Other,2012,Yamaha,Other,600,blue,6,2536,
1972,"Rs. 1,90,000",Used,25/9/2016,117,Itahari,Sportsbike,2012,Yamaha,R15,150,red and black,27,30000,one week
1973,"Rs. 1,90,000",Used,25/9/2016,83,Biratnagar,Sportsbike,2012,Yamaha,R15,150,red n black,27,30000,2days
1974,"Rs. 1,20,000",Used,21/9/2016,529,Kathmandu,Sportsbike,2010,Yamaha,FZ-S,153,Kalo,42,36000,No
1975,"Rs. 1,80,000",Used,19/9/2016,342,Kathmandu,Sportsbike,2010,Yamaha,R15,150,Red,43,23000,
1976,"Rs. 2,70,000",Used,8/9/2016,338,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Grey,67,9000,company
1977,Contact Seller,Used,7/9/2016,161,Kathmandu,Sportsbike,2010,Yamaha,R15,150,Sports Blue,41,29500,
1978,"Rs. 2,30,000",Used,29/8/2016,98,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,149,Black molten orange,69,5900,1 year left
1979,"Rs. 1,35,000",Used,28/8/2016,530,Kathmandu,Sportsbike,2012,Yamaha,R15,150,black,40,55000,
1980,"Rs. 1,95,000",Used,25/8/2016,820,Narayanghat,Sportsbike,2016,Yamaha,FZ-S,153,"Gray,white",37,13000,
1981,"Rs. 2,39,000",Used,19/8/2016,211,Kathmandu,Sportsbike,2012,Yamaha,R15,150,blue,52,20000,no
1982,"Rs. 2,40,000",Used,18/8/2016,416,,Sportsbike,2014,Yamaha,R15,150,Red,29,23000,
1983,"Rs. 1,50,000",Used,18/8/2016,380,Tadi,Sportsbike,2014,Yamaha,FZ-S,153,Red and black,31,20000,
1984,"Rs. 2,35,000",Used,12/8/2016,392,Bhairahawa,Sportsbike,2014,Yamaha,FZ-S,159,blue & black,23,3000,30000
1985,"Rs. 2,00,000",Used,6/8/2016,712,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Black,29,25000,
1986,"Rs. 1,65,000",Used,1/8/2016,1418,Kathmandu,Sportsbike,2012,Yamaha,R15,150,Red and white,50,14000,
1987,"Rs. 1,55,000",Used,1/8/2016,411,Bhaktapur,Sportsbike,2011,Yamaha,R15,150,black,48,40000,
1988,"Rs. 65,000",Used,26/7/2016,1088,Kathmandu,Sportsbike,2006,Yamaha,FZ,153,Any,4,10000,Any
1989,"Rs. 1,90,000",Used,5/8/2016,381,Biratnagar,Sportsbike,2015,Yamaha,FZ-S,150,White and red,21,14510,
1990,"Rs. 2,50,000",Used,25/7/2016,573,Kathmandu,Sportsbike,2015,Yamaha,R15,150,grey,69,11000,yes
1991,"Rs. 1,20,000",Used,24/7/2016,417,Kathmandu,Sportsbike,2010,Yamaha,Fazer,153,blue,44,40000,no warranty
1992,"Rs. 2,95,000",Used,22/7/2016,388,Kathmandu,Sportsbike,2016,Yamaha,R15,150,red,74,2300,company
1993,"Rs. 90,000",Used,21/7/2016,666,Kathmandu,Sportsbike,2009,Yamaha,FZ-S,153,black n yellow,41,32000,nop
1994,"Rs. 2,55,000",Used,18/7/2016,306,Kathmandu,Standard,2015,Yamaha,Alba,150,black,69,11000,
1995,"Rs. 48,000",Used,18/7/2016,873,Kathmandu,Cruiser,2003,Yamaha,Enticer,125,black,15,42000,no
1996,"Rs. 2,30,000",Used,14/7/2016,67,Bharatpur,Sportsbike,2016,Yamaha,FZ-S,150,orange,34,5000,
1997,"Rs. 1,50,000",Used,13/7/2016,434,Dumre,Scooter,2015,Yamaha,Fascino,113,Blue,11,8000,no
1998,"Rs. 1,40,000",Used,14/7/2016,353,Kathmandu,Sportsbike,2012,Yamaha,FZ-S,153,Cyber Green Black,51,17000,
1999,"Rs. 1,05,000",Used,5/7/2016,115,Kathmandu,Sportsbike,2008,Yamaha,R15,150,white n red,36,38000,
2000,"Rs. 2,70,000",Used,29/6/2016,979,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Red Black & White,63,9500,Manufacturer(valid)
2001,"Rs. 1,50,000",Used,28/6/2016,373,Kathmandu,Scooter,2015,Yamaha,Ray Z,135,Red and White,10,9917,
2002,"Rs. 2,10,000",Used,25/6/2016,781,Kathmandu,Sportsbike,2012,Yamaha,R15,150,Blue and white,51,37000,
2003,"Rs. 2,10,000",Used,25/6/2016,64,Kathmandu,Sportsbike,2012,Yamaha,R15,150,white and blue,51,37000,
2004,"Rs. 75,000",Used,24/6/2016,355,Kathmandu,Sportsbike,2012,Yamaha,FZ,153,black and white,65,36000,
2005,"Rs. 1,50,000",Used,16/6/2016,210,Kathmandu,Sportsbike,2012,Yamaha,R15,150,red and white,52,34000,
2006,"Rs. 1,50,000",Used,16/6/2016,69,Kathmandu,Standard,2012,Yamaha,Alba,150,red and white,52,34000,
2007,"Rs. 2,80,000",Used,15/6/2016,96,Janakpur,Sportsbike,2015,Yamaha,R15S,150,Green black,74,8000,
2008,"Rs. 1,60,000",Used,15/6/2016,347,Kathmandu,Sportsbike,2009,Yamaha,R15,150,maroon,31,23000,no
2009,"Rs. 1,95,000",Used,14/6/2016,551,Madhyapur Thimi,Sportsbike,2015,Yamaha,FZ-S,150,Black,68,2700,2 years
2010,"Rs. 1,05,000",Used,11/6/2016,452,Kathmandu,Scooter,2015,Yamaha,Alpha,119,Maroon,63,11000,No
2011,"Rs. 2,40,000",Used,7/6/2016,531,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Red & white,62,9000,official warranty with 2 servicing left 7% dis. on spare parts
2012,"Rs. 1,50,000",Used,5/6/2016,156,Kathmandu,Sportsbike,2015,Yamaha,R15,150,streaking cyan,4144,11000,2 year
2013,"Rs. 2,15,000",Used,5/6/2016,315,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,153,Black and red,71,4200,
2014,"Rs. 1,10,000",Used,25/5/2016,305,Kathmandu,Sportsbike,2010,Yamaha,FZ-S,153,Kalo,42,33000,No
2015,"Rs. 2,50,000",Used,24/5/2016,562,,Standard,2014,Yamaha,Alba,153,red white,22,25000,1 year
2016,Rs. 3.00,Used,24/5/2016,492,Dharan,Sportsbike,2014,Yamaha,R15,153,red white,22,25000,1 yeap
2017,"Rs. 2,90,000",Used,22/5/2016,400,Bharatpur,Sportsbike,2015,Yamaha,R15,150,red and white,35,2700,3 years
2018,"Rs. 2,70,000",Used,20/5/2016,426,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red and white,66,6005,
2019,"Rs. 1,80,000",Used,20/5/2016,305,Kathmandu,Sportsbike,2016,Yamaha,R15,150,red,51,29000,
2020,"Rs. 1,25,000",Used,14/5/2016,94,Lekhnath,Sportsbike,2011,Yamaha,Fazer,153,red,6,28000,no
2021,"Rs. 1,50,000",Used,12/5/2016,173,Ratnanagar,Scooter,2015,Yamaha,Ray Z,113,Red,37,1400,Two year from date of purchase
2022,"Rs. 1,25,000",Used,5/5/2016,478,Kathmandu,Sportsbike,2010,Yamaha,R15,150,Blue,39,46000,
2023,"Rs. 2,10,000",Used,3/5/2016,493,Bhairahawa,Sportsbike,2012,Yamaha,R15,150,Blue,54,12860,
2024,"Rs. 2,75,000",Used,1/5/2016,539,Kathmandu,Sportsbike,2013,Yamaha,R15,150,"white, red and black",59,18000,
2025,"Rs. 1,85,000",Used,29/4/2016,250,Kathmandu,Sportsbike,2013,Yamaha,R15,150,red,50,31000,
2026,"Rs. 2,15,000",Used,26/4/2016,539,Lalitpur,Sportsbike,2012,Yamaha,R15,149,Matte black,51,14000,
2027,"Rs. 2,15,000",Used,19/4/2016,830,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,149,green and black,67,6500,2yrs
2028,"Rs. 2,90,000",Used,12/4/2016,275,Bhaktapur,Standard,2014,Yamaha,Alba,150,Black and grey,69,6700,1 year
2029,"Rs. 2,90,000",Used,12/4/2016,155,Bhaktapur,Standard,2014,Yamaha,Alba,150,Black and grey,59,6700,
2030,"Rs. 1,35,000",Used,11/4/2016,551,Kathmandu,Scooter,2015,Yamaha,Ray Z,113,green black,68,3700,yes
2031,"Rs. 3,00,000",Used,7/4/2016,911,Taulihawa,Sportsbike,2016,Yamaha,R15S,150,red,5,3800,3 year
2032,"Rs. 95,000",Used,5/4/2016,522,Kathmandu,Sportsbike,2012,Yamaha,FZ-S,153,Black,42,50000,
2033,"Rs. 3,00,000",Used,4/4/2016,947,Narayanghat,Sportsbike,2015,Yamaha,R15,150,Red and white,35,2500,3 years
2034,"Rs. 3,00,000",Used,4/4/2016,95,Bharatpur,Sportsbike,2015,Yamaha,R15,150,Red and white,35,2500,3 years
2035,"Rs. 1,40,000",Used,31/3/2016,95,Kathmandu,Sportsbike,2012,Yamaha,FZ-S,153,White,52,20000,
2036,"Rs. 2,90,000",Used,31/3/2016,67,Lalitpur,Sportsbike,2013,Yamaha,R15,150,Blue,53,5625,
2037,"Rs. 2,70,000",Used,22/3/2016,517,Bhaktapur,Sportsbike,2014,Yamaha,R15,150,"white,red and black",61,18000,6 month left
2038,"Rs. 1,80,000",Used,21/3/2016,538,Birgunj,Sportsbike,2012,Yamaha,R15,150,metalic gray,20,29000,no
2039,"Rs. 3,00,000",Used,21/3/2016,1574,Kathmandu,Sportsbike,2015,Yamaha,R15S,150,Black and green,71,3000,1 year
2040,"Rs. 2,10,000",Used,21/3/2016,156,Biratnagar,Sportsbike,2011,Yamaha,R15,150,Red&White,11,12600,No
2041,"Rs. 75,000",Used,29/6/2016,1480,Biratnagar,Standard,2008,Yamaha,SS 125,125,BLACK/RED,5,39000,N/A
2042,"Rs. 1,50,000",Used,16/3/2016,432,Kathmandu,Sportsbike,2011,Yamaha,R15,22,red,45,20000,no
2043,"Rs. 2,35,000",Used,13/3/2016,3359,Kathmandu,Sportsbike,2014,Yamaha,R15,150,White,59,15000,
2044,"Rs. 89,900",Used,11/3/2016,451,Kathmandu,Sportsbike,2009,Yamaha,FZ-16,153,black,37,7000,
2045,"Rs. 12,00,000",Used,8/3/2016,1376,Kathmandu,Sportsbike,2013,Yamaha,R1,1000,black,2569,5500,12-05-2017
2046,"Rs. 1,90,000",Used,8/3/2016,1071,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,149,blue,67,7000,
2047,"Rs. 2,90,000",Used,15/3/2016,762,Birgunj,Sportsbike,2014,Yamaha,R15,150,Mat Black And Ass Grey..,35,5200,
2048,"Rs. 2,30,000",Used,3/3/2016,322,Bharatpur,Sportsbike,2013,Yamaha,R15,150,white n red lu16pa,16,27000,
2049,"Rs. 2,80,000",Used,2/3/2016,3822,Kathmandu,Sportsbike,2014,Yamaha,R15,150,red,66,10000,1 year left
2050,"Rs. 1,30,000",Used,14/2/2016,3023,Lalitpur,Sportsbike,2010,Yamaha,R15,150,Blue+white,35,40000,No warranty
2051,"Rs. 3,10,000",Used,10/2/2016,757,Butwal,Sportsbike,2015,Yamaha,R15,150,Grey,22,4500,
2052,"Rs. 1,10,000",Used,7/2/2016,541,Kathmandu,Sportsbike,2011,Yamaha,Fazer,180,Black,3,22000,
2053,"Rs. 2,95,000",Used,4/2/2016,1660,Kathmandu,Sportsbike,2015,Yamaha,R15,150,grey,67,4500,10 yrs
2054,"Rs. 2,10,000",Used,4/2/2016,2151,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Blue,68,17000,
2055,"Rs. 2,80,000",Used,2/2/2016,917,,Sportsbike,2013,Yamaha,R15,150,White red,15,23000,No
2056,"Rs. 2,90,000",Used,29/2/2016,1186,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Silver,35,4500,1 year
2057,"Rs. 3,22,000",Used,29/1/2016,319,Bharatpur,Sportsbike,2015,Yamaha,R15,150,Red and white,35,1800,3 years
2058,"Rs. 2,80,000",Used,25/1/2016,354,Kathmandu,Sportsbike,2013,Yamaha,R15,150,Red white,4,10000,
2059,"Rs. 1,80,000",Used,25/1/2016,264,Pokhara,Sportsbike,2013,Yamaha,R15,150,white and red,67,6200,
2060,"Rs. 1,20,000",Used,24/1/2016,775,Waling,Sportsbike,2009,Yamaha,R15,150,Blue,5,40000,No
2061,"Rs. 3,10,000",Used,23/1/2016,292,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Red,67,5200,Yes company warranty
2062,"Rs. 3,10,000",Used,23/1/2016,179,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Red,67,5200,No
2063,"Rs. 1,80,000",Used,20/1/2016,1359,Pokhara,Sportsbike,2013,Yamaha,R15,150,White and red,8,15000,
2064,"Rs. 2,60,000",Used,18/1/2016,721,Waling,Sportsbike,2013,Yamaha,R15,150,Red white,15,23000,No
2065,"Rs. 2,35,000",Used,18/1/2016,2773,Kathmandu,Sportsbike,2012,Yamaha,R15,150,Red-White,50,11700,
2066,"Rs. 2,15,000",Used,18/1/2016,98,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red,54,7500,
2067,"Rs. 1,60,000",Used,16/1/2016,276,Kathmandu,Sportsbike,2011,Yamaha,R15,150,Black,48,34000,
2068,"Rs. 2,15,000",Used,31/1/2016,379,Kathmandu,Sportsbike,2013,Yamaha,R15,150,white,54,21000,
2069,"Rs. 65,000",Used,12/1/2016,337,Pokhara,Other,2009,Yamaha,Other,125,Black and Red,5,40000,
2070,"Rs. 1,20,000",Used,11/1/2016,115,Waling,Sportsbike,2012,Yamaha,FZ-S,150,Orange black,7,16500,
2071,"Rs. 1,25,000",Used,7/1/2016,356,Kathmandu,Scooter,2013,Yamaha,Ray,125,Grey,57,2300,
2072,"Rs. 2,90,000",Used,29/12/2015,1244,Lalitpur,Sportsbike,2013,Yamaha,R15,150,Red white,59,10000,No warranty
2073,"Rs. 1,25,000",Used,27/12/2015,110,Waling,Sportsbike,2012,Yamaha,FZ-S,153,Orange black,7,14500,No
2074,"Rs. 2,25,000",Used,21/12/2015,254,Kathmandu,Sportsbike,2012,Yamaha,R15,150,red and wite,55,24000,no warenty
2075,"Rs. 2,90,000",Used,17/12/2015,316,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Red & black,66,12000,Company
2076,"Rs. 1,45,000",Used,17/12/2015,458,Kathmandu,Sportsbike,2012,Yamaha,FZ-S,153,Red and white,54,30,
2077,"Rs. 2,15,000",Used,16/12/2015,663,Kathmandu,Sportsbike,2013,Yamaha,R15,150,Black White,57,32600,
2078,"Rs. 2,35,000",Used,13/12/2015,376,Lalitpur,Sportsbike,2013,Yamaha,R15,150,White and Red,58,18500,No
2079,"Rs. 80,000",Used,2/12/2015,149,Lalitpur,Sportsbike,2010,Yamaha,FZ,153,orange,32,150000,no
2080,"Rs. 2,55,000",Used,25/11/2015,534,Lekhnath,Sportsbike,2014,Yamaha,R15,150,Red & white,9,16500,
2081,"Rs. 65,000",Used,17/11/2015,435,Kathmandu,Cruiser,2011,Yamaha,Enticer,150,Red,45,18396,
2082,"Rs. 12,00,000",Used,15/11/2015,3785,Kathmandu,Sportsbike,2002,Yamaha,R6,600,Red,66,14900,
2083,"Rs. 2,65,000",Used,8/11/2015,327,Kathmandu,Sportsbike,2014,Yamaha,R15,150,White and Red,59,13000,
2084,"Rs. 2,65,000",Used,8/11/2015,172,Kathmandu,Sportsbike,2014,Yamaha,R15,150,White and Red,59,13000,
2085,Contact Seller,Used,7/10/2015,154,Kathmandu,Sportsbike,2013,Yamaha,R15,150,black,50,46000,
2086,"Rs. 1,10,000",Used,2/10/2015,163,Narayanghat,Standard,2012,Yamaha,SZ-R,153,white,20,29900,chalunjel
2087,"Rs. 1,60,000",Used,1/10/2015,105,Bharatpur,Sportsbike,2011,Yamaha,R15,150,red,19,32000,
2088,"Rs. 90,000",Used,1/10/2015,775,Kawasoti,Standard,2011,Yamaha,SS 125,125,red and black,6,27000,
2089,"Rs. 1,70,000",Used,29/9/2015,190,Dulegauda,Sportsbike,2012,Yamaha,R15,150,Red and white,7,26500,
2090,"Rs. 2,30,000",Used,28/9/2015,1401,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,149,Red/White,69,4000,Dealer
2091,"Rs. 2,85,000",Used,24/9/2015,503,Kathmandu,Sportsbike,2014,Yamaha,R15,150,red,63,8500,5year
2092,Rs. 2.00,Used,24/9/2015,504,Janakpur,Sportsbike,2013,Yamaha,R15,150,Red,2013,24000,End
2093,"Rs. 2,25,000",Used,24/9/2015,2167,Kathmandu,Sportsbike,2013,Yamaha,R15,150,red&white,54,23000,no
2094,"Rs. 1,40,000",Used,23/9/2015,2404,Bhairahawa,Sportsbike,2013,Yamaha,FZ-S,153,White,17,17835,
2095,"Rs. 1,20,000",Used,23/9/2015,489,Bhaktapur,Sportsbike,2012,Yamaha,FZ-S,153,green & black,46,23000,1month
2096,"Rs. 42,000",Used,22/9/2015,532,Kathmandu,Other,2007,Yamaha,Other,125,Black and Red,21,35000,
2097,Contact Seller,Used,19/9/2015,173,Bhairahawa,Sportsbike,2015,Yamaha,R15,150,red and white,2015,12000,
2098,"Rs. 3,40,000",Used,19/9/2015,139,Kathmandu,Sportsbike,2015,Yamaha,R15,150,streaking cyan,70,121,30000 kms
2099,"Rs. 3,37,900",New,3/1/2016,18930,Kathmandu,Sportsbike,2015,Yamaha,R15S,150,,,,
2100,"Rs. 9,00,000",New,16/9/2015,38646,Kathmandu,Sportsbike,2015,Yamaha,R3,321,,,,
2101,"Rs. 1,74,900",New,13/9/2015,2249,Kathmandu,Standard,2015,Yamaha,Saluto,125,,,,
2102,"Rs. 1,79,900",New,3/1/2016,14899,Kathmandu,Standard,2015,Yamaha,Saluto,125,,,,
2103,"Rs. 1,86,900",New,3/1/2016,40478,Kathmandu,Scooter,2015,Yamaha,Fascino,113,,,,
2104,"Rs. 2,70,000",Used,6/9/2015,640,Lalitpur,Sportsbike,2014,Yamaha,R15,150,Red and Black,62,9500,Yes
2105,"Rs. 2,45,000",Used,2/9/2015,155,Lalitpur,Sportsbike,2014,Yamaha,R15,150,red and white,61,17000,no
2106,"Rs. 2,00,000",Used,1/9/2015,1045,Kathmandu,Sportsbike,2012,Yamaha,R15,150,blue & white,49,23000,no
2107,"Rs. 2,65,000",Used,1/9/2015,54,Lalitpur,Sportsbike,2014,Yamaha,R15,150,White,61,17000,
2108,"Rs. 2,90,000",Used,30/8/2015,275,Kathmandu,Sportsbike,2014,Yamaha,R15,150,red and white,61,14000,company
2109,"Rs. 1,60,000",Used,2/9/2015,542,Kathmandu,Sportsbike,2013,Yamaha,FZ-S,152,black/orange,56,8500,
2110,"Rs. 75,000",Used,26/8/2015,172,Kathmandu,Sportsbike,2009,Yamaha,FZ-16,153,black,32,35000,yes
2111,"Rs. 2,50,000",Used,20/8/2015,127,Kathmandu,Sportsbike,2014,Yamaha,R15,150,red and white,56,18000,
2112,"Rs. 2,75,000",Used,10/8/2015,857,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Whote,63,7000,
2113,"Rs. 2,65,000",Used,6/8/2015,601,Bhaktapur,Sportsbike,2014,Yamaha,R15,150,Black,60,14000,No
2114,"Rs. 1,35,000",Used,6/8/2015,229,Kathmandu,Standard,2013,Yamaha,SZ-R,153,Red,54,17500,
2115,"Rs. 3,15,000",Used,5/8/2015,138,Kathmandu,Sportsbike,2015,Yamaha,R15,150,Red n black,65,5000,No warranty
2116,"Rs. 80,000",Used,4/8/2015,111,Madhyapur Thimi,Other,2010,Yamaha,Other,125,Black and Red,44,41000,No
2117,"Rs. 2,35,000",Used,12/8/2015,486,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,150,Blue,69,450,Yes
2118,"Rs. 1,90,000",Used,2/8/2015,132,Kirtipur,Sportsbike,2015,Yamaha,FZ-S,150,white,64,9500,2 free servicing remaining
2119,"Rs. 1,60,000",Used,28/7/2015,390,Banepa,Sportsbike,2011,Yamaha,R15,150,yellow,47,35000,no
2120,"Rs. 3,33,000",Used,26/7/2015,2265,Kathmandu,Sportsbike,2015,Yamaha,R15,151,blue splash on black (Special),68,961,Showroom mentioned
2121,"Rs. 75,000",Used,21/7/2015,143,Kathmandu,Sportsbike,2009,Yamaha,FZ-16,153,black,32,30000,yes
2122,"Rs. 75,000",Used,17/7/2015,138,Kathmandu,Sportsbike,2009,Yamaha,Fazer,153,black,32,35000,
2123,"Rs. 2,20,000",Used,16/7/2015,652,Butwal,Sportsbike,2012,Yamaha,R15,152,Red and White,12,30000,
2124,"Rs. 2,00,000",Used,16/7/2015,6092,Kathmandu,Sportsbike,2014,Yamaha,FZ-S,153,Red and black,63,9000,
2125,"Rs. 1,80,000",Used,14/7/2015,7152,Kathmandu,Sportsbike,2008,Yamaha,R15,150,Green,30,52000,
2126,"Rs. 1,85,000",Used,13/7/2015,188,Gatthaghar,Sportsbike,2014,Yamaha,FZ-S,150,Red,63,16000,
2127,Contact Seller,Used,12/7/2015,609,Kathmandu,Other,2004,Yamaha,Other,125,rato,20,52000,
2128,"Rs. 2,88,000",Used,12/7/2015,692,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red,63,8500,
2129,"Rs. 1,95,000",Used,11/7/2015,688,Kathmandu,Sportsbike,2010,Yamaha,R15,150,white and blue,46,22000,no warranty
2130,"Rs. 1,80,000",Used,10/7/2015,96,Lalitpur,Sportsbike,2012,Yamaha,FZ-S,153,Red &White,57,18000,
2131,"Rs. 1,50,000",Used,9/7/2015,150,Lalitpur,Sportsbike,2010,Yamaha,R15,150,Red,42,23000,
2132,"Rs. 2,50,000",Used,9/7/2015,4775,Tadi,Sportsbike,2014,Yamaha,R15,150,Red and White Repsol,28,17000,
2133,"Rs. 1,40,000",Used,7/7/2015,182,Lalitpur,Sportsbike,2012,Yamaha,FZ-S,153,Blue,65,,
2134,"Rs. 1,45,000",Used,5/7/2015,106,Damak,Scooter,2014,Yamaha,Ray Z,113,red,6,6300,1year
2135,"Rs. 1,89,976",Used,3/7/2015,104,Kathmandu,Sportsbike,2014,Yamaha,FZ-S,156,white,64,6500,company
2136,"Rs. 2,00,000",Used,24/7/2015,87,Gatthaghar,Sportsbike,2014,Yamaha,FZ-S,153,red/black,65,8500,"yes,provided by company"
2137,"Rs. 2,50,000",Used,1/7/2015,196,Kathmandu,Sportsbike,2013,Yamaha,R15,150,Red and white,27,15000,
2138,"Rs. 2,88,000",Used,2/7/2015,405,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red And White,61,4300,
2139,Contact Seller,Used,30/6/2015,135,Lalitpur,Sportsbike,2008,Yamaha,FZ,151,RedYes,31,20000,
2140,"Rs. 1,15,000",Used,30/6/2015,617,Kathmandu,Sportsbike,2013,Yamaha,FZ-S,153,Blue & White,46,24000,
2141,"Rs. 1,10,000",Used,28/6/2015,456,Kathmandu,Sportsbike,2009,Yamaha,Fazer,153,black,38,26300,
2142,"Rs. 2,35,000",Used,28/6/2015,96,Kathmandu,Sportsbike,2015,Yamaha,FZ-S,153,Blue,68,960,
2143,"Rs. 90,000",Used,28/6/2015,123,Kathmandu,Sportsbike,2008,Yamaha,FZ,153,Red,32,,
2144,"Rs. 90,000",Used,26/6/2015,78,Bhaktapur,Sportsbike,2008,Yamaha,FZ,150,Purple,32,52000,
2145,"Rs. 2,00,000",Used,25/6/2015,316,Kathmandu,Sportsbike,2011,Yamaha,R15,150,Red,49,25000,
2146,"Rs. 2,00,000",Used,22/6/2015,514,Kathmandu,Sportsbike,2014,Yamaha,FZ,150,Red,66,2300,2 yrs
2147,"Rs. 2,30,000",Used,19/6/2015,816,Kathmandu,Sportsbike,2011,Yamaha,R15,150,Red And White,49,15000,
2148,"Rs. 2,50,000",Used,19/6/2015,50,Kirtipur,Sportsbike,2012,Yamaha,R15,150,Racing Blue,55,23410,
2149,"Rs. 1,05,000",Used,19/6/2015,174,Kathmandu,Sportsbike,2012,Yamaha,FZ,153,Blue,45,,
2150,"Rs. 2,95,000",Used,18/6/2015,370,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red And White,61,5000,
2151,"Rs. 55,000",Used,18/6/2015,518,Kathmandu,Other,2006,Yamaha,Other,125,Blue,22,,
2152,"Rs. 1,20,000",Used,17/6/2015,141,Kathmandu,Sportsbike,2008,Yamaha,R15,150,Red,30,,
2153,"Rs. 1,10,000",Used,12/6/2015,446,Kathmandu,Other,2012,Yamaha,Other,125,Black and Red,49,20000,
2154,"Rs. 2,10,000",Used,14/6/2015,1832,Kathmandu,Sportsbike,2015,Yamaha,R15,150,White &Blue,57,13000,
2155,"Rs. 1,20,000",Used,12/6/2015,1064,Kathmandu,Sportsbike,2008,Yamaha,R15,150,Red,30,50000,
2156,"Rs. 1,90,000",Used,11/6/2015,88,Kathmandu,Sportsbike,2012,Yamaha,R15,150,Blue,48,38000,
2157,"Rs. 2,10,000",Used,9/6/2015,646,Biratnagar,Sportsbike,2015,Yamaha,R15,150,Red,11,,
2158,"Rs. 1,19,000",Used,8/6/2015,178,Kathmandu,Sportsbike,2010,Yamaha,R15,150,Black,40,45000,
2159,"Rs. 1,70,000",Used,9/6/2015,381,Kathmandu,Sportsbike,2012,Yamaha,R15,150,Red,45,28000,
2160,"Rs. 2,25,000",Used,7/6/2015,87,Bhaktapur,Sportsbike,2013,Yamaha,R15,150,White,57,18000,
2161,"Rs. 1,10,000",Used,9/6/2015,444,Kathmandu,Sportsbike,2012,Yamaha,FZ-S,153,Sky Blue,53,21000,
2162,"Rs. 1,10,000",Used,6/6/2015,788,Kathmandu,Sportsbike,2011,Yamaha,FZ-S,153,Green,44,28000,
2163,"Rs. 2,90,000",Used,5/6/2015,101,Kathmandu,Sportsbike,2014,Yamaha,R15,150,Red,63,6000,
2164,"Rs. 3,00,000",Used,7/6/2015,524,,Sportsbike,2014,Yamaha,R15,150,Red,66,5000,
2165,"Rs. 2,55,000",Used,5/6/2015,400,Kathmandu,Sportsbike,2013,Yamaha,R15,150,White And  Red,67,14000,
2166,"Rs. 2,50,000",Used,4/6/2015,338,Kathmandu,Sportsbike,2013,Yamaha,R15,150,White/Red,57,15000,
2167,"Rs. 1,75,000",Used,3/6/2015,124,Kathmandu,Sportsbike,2013,Yamaha,FZ-S,150,Red And White,56,9300,
2168,"Rs. 1,50,000",Used,1/6/2015,99,Kathmandu,Sportsbike,2013,Yamaha,FZ-S,150,Red,54,22000,
2169,"Rs. 1,70,000",Used,1/6/2015,104,Kathmandu,Sportsbike,2011,Yamaha,R15,150,Red,47,20000,
2170,"Rs. 1,30,000",Used,31/5/2015,146,Kathmandu,Sportsbike,2012,Yamaha,FZ-S,153,White And  Red,50,25000,
